Name,Type,Parent Object,Description,IsParent,Associated Parent
BoundingBox2D.create,Method,BoundingBox2D,creates a transient bounding box objectdefined in and the header file is adskcoregeometryboundingbox2dh,False,BoundingBox2D
BoundingBox2D.expand,Method,BoundingBox2D,expand this bounding box to contain the specified pointdefined in and the header file is adskcoregeometryboundingbox2dh,False,BoundingBox2D
BoundingBox2D.intersects,Method,BoundingBox2D,test if this bounding box intersects with the specified bounding boxdefined in and the header file is adskcoregeometryboundingbox2dh,False,BoundingBox2D
BoundingBox2D.isValid,Property,BoundingBox2D,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcoregeometryboundingbox2dh,False,BoundingBox2D
BoundingBox2D.maxPoint,Property,BoundingBox2D,gets and sets the maximum point of the boxdefined in and the header file is adskcoregeometryboundingbox2dh,False,BoundingBox2D
BoundingBox2D.minPoint,Property,BoundingBox2D,gets and sets the minimum point of the boxdefined in and the header file is adskcoregeometryboundingbox2dh,False,BoundingBox2D
BoundingBox2D.objectType,Property,BoundingBox2D,returns a string indicating the type of the objectdefined in and the header file is adskcoregeometryboundingbox2dh,False,BoundingBox2D
BoundingBox3D,Object,,,True,BoundingBox3D
BoundingBox3D.classType,Method,BoundingBox3D,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskcoregeometryboundingbox3dh,False,BoundingBox3D
BoundingBox3D.combine,Method,BoundingBox3D,combines this bounding box with the input bounding box if the input bounding box extends outside this bounding box then this bounding box will be extended to encompass both of the original bounding boxesdefined in and the header file is adskcoregeometryboundingbox3dh,False,BoundingBox3D
BoundingBox3D.contains,Method,BoundingBox3D,determines if the specified point is within the bound boxdefined in and the header file is adskcoregeometryboundingbox3dh,False,BoundingBox3D
BoundingBox3D.copy,Method,BoundingBox3D,creates an independent copy of this bounding boxdefined in and the header file is adskcoregeometryboundingbox3dh,False,BoundingBox3D
BoundingBox3D.create,Method,BoundingBox3D,creates a transient bounding box object this object is created statically using the boundingbox3dcreate methoddefined in and the header file is adskcoregeometryboundingbox3dh,False,BoundingBox3D
BoundingBox3D.expand,Method,BoundingBox3D,expands the size of bounding box to include the specified pointdefined in and the header file is adskcoregeometryboundingbox3dh,False,BoundingBox3D
BoundingBox3D.intersects,Method,BoundingBox3D,determines if the two bounding boxes intersectdefined in and the header file is adskcoregeometryboundingbox3dh,False,BoundingBox3D
BoundingBox3D.isValid,Property,BoundingBox3D,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcoregeometryboundingbox3dh,False,BoundingBox3D
BoundingBox3D.maxPoint,Property,BoundingBox3D,gets and sets the maximum point corner of the boxdefined in and the header file is adskcoregeometryboundingbox3dh,False,BoundingBox3D
BoundingBox3D.minPoint,Property,BoundingBox3D,gets and sets the minimum point corner of the boxdefined in and the header file is adskcoregeometryboundingbox3dh,False,BoundingBox3D
BoundingBox3D.objectType,Property,BoundingBox3D,returns a string indicating the type of the objectdefined in and the header file is adskcoregeometryboundingbox3dh,False,BoundingBox3D
BoxFeature,Object,,,True,BoxFeature
BoxFeatures,Object,,,True,BoxFeatures
BoxFeatures.classType,Method,BoxFeatures,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturesboxfeaturesh,False,BoxFeatures
BoxFeatures.count,Property,BoxFeatures,the number of box features in the collectiondefined in and the header file is adskfusionfeaturesboxfeaturesh,False,BoxFeatures
BoxFeatures.isValid,Property,BoxFeatures,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturesboxfeaturesh,False,BoxFeatures
BoxFeatures.item,Method,BoxFeatures,function that returns the specified box feature using an index into the collectiondefined in and the header file is adskfusionfeaturesboxfeaturesh,False,BoxFeatures
BoxFeatures.itemByName,Method,BoxFeatures,function that returns the specified box feature using the name of the featuredefined in and the header file is adskfusionfeaturesboxfeaturesh,False,BoxFeatures
BoxFeatures.objectType,Property,BoxFeatures,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturesboxfeaturesh,False,BoxFeatures
BoxFeature.assemblyContext,Property,BoxFeature,returns the assembly occurrence ie the occurrence of this object in an assembly this is only valid in the case where this is acting as a proxy in an assembly returns null in the case where the object is not in the context of an assembly but is already the native objectdefined in and the header file is adskfusionfeaturesboxfeatureh,False,BoxFeatures
BoxFeature.attributes,Property,BoxFeature,returns the collection of attributes associated with this facedefined in and the header file is adskfusionfeaturesboxfeatureh,False,BoxFeatures
BoxFeature.baseFeature,Property,BoxFeature,if this feature is associated with a base feature this property will return that base feature if its not associated with a base feature this property will return nulldefined in and the header file is adskfusionfeaturesboxfeatureh,False,BoxFeatures
BoxFeature.bodies,Property,BoxFeature,returns the bodies that were modified or created by this feature this works for both parametric and nonparametric features for a basefeature this returns the bodies that are owned by the base featuredefined in and the header file is adskfusionfeaturesboxfeatureh,False,BoxFeatures
